CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,CustNum,Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales
C00293,13,140,727,One year,Bank Transfer,Yes,0,0,293,,,,,,,
C00294,70,128,5423,Month-to-month,Bank Transfer,Yes,0,0,294,,,,,,,
C00295,6,59,6657,Two year,Credit Card,No,0,0,295,,,,,,,
C00296,66,44,1995,One year,Electronic Check,Yes,0,0,296,,,,,,,
C00297,15,163,4659,Month-to-month,Credit Card,No,0,0,297,,,,,,,
C00298,66,136,7139,Month-to-month,Bank Transfer,No,0,0,298,,,,,,,
C00299,47,193,5219,Two year,Credit Card,No,1,0,299,,,,,,,
C00300,26,93,3151,One year,Electronic Check,Yes,0,0,300,,,,,,,
C00301,14,176,5655,One year,Credit Card,Yes,1,0,301,,,,,,,
C00302,65,84,1193,Month-to-month,Electronic Check,No,1,0,302,,,,,,,
C00303,58,128,7204,Month-to-month,Bank Transfer,Yes,0,0,303,,,,,,,
C00304,21,179,840,One year,Bank Transfer,Yes,1,0,304,,,,,,,
C00305,61,61,7474,Month-to-month,Credit Card,No,1,0,305,,,,,,,
C00306,11,88,7410,One year,Credit Card,No,0,0,306,,,,,,,
C00307,20,107,2288,Two year,Bank Transfer,Yes,1,0,307,,,,,,,
C00308,55,169,1513,Two year,Electronic Check,No,0,0,308,,,,,,,
C00309,9,149,1431,Month-to-month,Electronic Check,No,0,1,309,,,,,,,
C00310,41,98,7631,One year,Bank Transfer,Yes,0,0,310,,,,,,,
C00311,58,72,6062,Month-to-month,Bank Transfer,No,0,0,311,,,,,,,
C00312,61,177,5838,Month-to-month,Credit Card,Yes,1,0,312,,,,,,,
C00313,32,100,7901,One year,Credit Card,Yes,0,0,313,,,,,,,
C00314,46,192,169,Month-to-month,Bank Transfer,Yes,0,0,314,,,,,,,
C00315,28,185,4320,One year,Credit Card,No,0,0,315,,,,,,,
C00316,39,166,805,One year,Credit Card,No,1,0,316,,,,,,,
C00317,61,99,6541,Month-to-month,Electronic Check,No,0,0,317,,,,,,,
C00318,38,63,5531,Month-to-month,Electronic Check,No,1,0,318,,,,,,,
C00319,34,90,7911,Month-to-month,Electronic Check,No,0,0,319,,,,,,,
C00320,43,63,4351,Two year,Bank Transfer,Yes,0,0,320,,,,,,,
C00321,25,156,3381,One year,Bank Transfer,No,1,0,321,,,,,,,
C00322,52,60,2095,Two year,Bank Transfer,Yes,1,0,322,,,,,,,
C00323,18,147,2845,Month-to-month,Bank Transfer,Yes,0,0,323,,,,,,,
C00324,9,55,4064,Month-to-month,Bank Transfer,Yes,0,1,324,,,,,,,
C00325,57,80,177,One year,Credit Card,No,0,0,325,,,,,,,
C00326,45,125,5533,One year,Credit Card,No,0,0,326,,,,,,,
C00327,51,98,6795,Two year,Credit Card,Yes,1,0,327,,,,,,,
C00328,57,115,7867,Month-to-month,Electronic Check,Yes,0,0,328,,,,,,,
C00329,29,90,2039,One year,Credit Card,No,0,0,329,,,,,,,
C00330,50,151,3525,One year,Electronic Check,Yes,0,0,330,,,,,,,
C00331,25,180,6676,Two year,Electronic Check,No,1,0,331,,,,,,,
C00332,55,84,4026,Month-to-month,Credit Card,Yes,0,0,332,,,,,,,
C00333,31,40,7644,One year,Credit Card,No,0,0,333,,,,,,,
C00334,11,185,7387,One year,Bank Transfer,Yes,0,0,334,,,,,,,
C00335,43,70,1690,Month-to-month,Bank Transfer,No,1,0,335,,,,,,,
C00336,18,188,2878,Month-to-month,Electronic Check,No,0,0,336,,,,,,,
C00337,9,24,3090,Two year,Electronic Check,No,1,0,337,,,,,,,
C00338,6,161,458,Month-to-month,Electronic Check,Yes,0,1,338,,,,,,,
C00339,28,95,6110,One year,Electronic Check,No,1,0,339,,,,,,,
C00340,4,20,5182,Two year,Bank Transfer,Yes,1,0,340,,,,,,,
C00341,68,46,7768,Month-to-month,Electronic Check,No,0,0,341,,,,,,,
C00342,58,142,1452,One year,Credit Card,Yes,1,0,342,,,,,,,
C00343,67,67,1052,Month-to-month,Electronic Check,Yes,1,0,343,,,,,,,
C00344,32,80,2998,Two year,Electronic Check,Yes,1,0,344,,,,,,,
C00345,65,29,3138,One year,Bank Transfer,No,1,0,345,,,,,,,
C00346,10,89,6631,Month-to-month,Electronic Check,No,0,1,346,,,,,,,
C00347,65,178,4809,One year,Electronic Check,No,0,0,347,,,,,,,
C00348,3,129,7607,Month-to-month,Bank Transfer,No,1,1,348,,,,,,,
C00349,32,138,714,One year,Electronic Check,No,0,0,349,,,,,,,
C00350,54,181,6354,Month-to-month,Electronic Check,Yes,0,0,350,,,,,,,
C00351,57,187,774,One year,Bank Transfer,Yes,0,0,351,,,,,,,
C00352,34,38,7888,Month-to-month,Credit Card,Yes,1,0,352,,,,,,,
C00353,6,137,4804,One year,Electronic Check,Yes,0,1,353,,,,,,,
C00354,7,54,1631,One year,Credit Card,Yes,1,0,354,,,,,,,
C00355,39,170,4762,Month-to-month,Electronic Check,No,0,0,355,,,,,,,
C00356,44,68,1931,Two year,Bank Transfer,No,1,0,356,,,,,,,
C00357,47,46,7361,One year,Credit Card,Yes,1,0,357,,,,,,,
C00358,66,184,1534,Month-to-month,Electronic Check,Yes,0,0,358,,,,,,,
C00359,46,119,656,Month-to-month,Bank Transfer,No,1,0,359,,,,,,,
C00360,49,168,4471,Two year,Bank Transfer,Yes,1,0,360,,,,,,,
C00361,45,118,4416,Two year,Bank Transfer,No,0,0,361,,,,,,,
C00362,5,134,3651,One year,Credit Card,Yes,1,1,362,,,,,,,
C00363,30,138,1585,One year,Bank Transfer,Yes,0,0,363,,,,,,,
C00364,48,53,7371,Two year,Credit Card,No,0,0,364,,,,,,,
C00365,17,24,1389,One year,Bank Transfer,No,0,0,365,,,,,,,
C00366,17,124,1196,Month-to-month,Credit Card,No,1,0,366,,,,,,,
C00367,33,101,2979,Two year,Credit Card,Yes,0,0,367,,,,,,,
C00368,10,81,5158,One year,Electronic Check,Yes,1,0,368,,,,,,,
C00369,37,58,5083,Month-to-month,Credit Card,No,1,0,369,,,,,,,
C00370,32,148,2526,Two year,Electronic Check,No,1,0,370,,,,,,,
C00371,20,49,5058,One year,Electronic Check,No,1,0,371,,,,,,,
C00372,14,27,2388,Two year,Bank Transfer,Yes,0,0,372,,,,,,,
C00373,57,126,1514,Month-to-month,Bank Transfer,Yes,0,0,373,,,,,,,
C00374,40,130,5612,One year,Electronic Check,Yes,1,0,374,,,,,,,
C00375,29,20,4628,One year,Bank Transfer,Yes,1,0,375,,,,,,,
C00376,33,196,2107,One year,Bank Transfer,Yes,0,0,376,,,,,,,
C00377,36,192,3483,One year,Electronic Check,No,0,0,377,,,,,,,
C00378,31,181,4712,Two year,Bank Transfer,No,1,0,378,,,,,,,
C00379,41,76,4187,Two year,Bank Transfer,No,1,0,379,,,,,,,
C00380,21,180,3061,One year,Bank Transfer,No,0,0,380,,,,,,,
C00381,68,67,2144,Two year,Credit Card,Yes,1,0,381,,,,,,,
C00382,67,64,5558,One year,Credit Card,Yes,0,0,382,,,,,,,
C00383,24,185,1550,Two year,Electronic Check,No,1,0,383,,,,,,,
C00384,47,187,4343,One year,Bank Transfer,Yes,1,0,384,,,,,,,
C00385,1,188,7165,Month-to-month,Bank Transfer,No,0,1,385,,,,,,,
C00386,25,90,1649,Month-to-month,Credit Card,No,1,0,386,,,,,,,
C00387,70,168,2375,One year,Bank Transfer,Yes,0,0,387,,,,,,,
C00388,42,156,2302,Two year,Electronic Check,No,0,0,388,,,,,,,
C00389,42,126,5532,Month-to-month,Credit Card,No,0,0,389,,,,,,,
C00390,4,105,2534,Month-to-month,Electronic Check,Yes,0,1,390,,,,,,,
C00391,3,79,1299,One year,Credit Card,No,1,0,391,,,,,,,
C00392,56,147,253,Month-to-month,Credit Card,Yes,0,0,392,,,,,,,
C00393,6,63,2156,Month-to-month,Credit Card,Yes,1,1,393,,,,,,,
C00394,22,65,1947,Month-to-month,Bank Transfer,Yes,1,0,394,,,,,,,
C00395,61,116,6302,One year,Electronic Check,Yes,0,0,395,,,,,,,
C00396,57,134,2241,Month-to-month,Electronic Check,Yes,1,0,396,,,,,,,
C00397,5,39,3370,Month-to-month,Credit Card,Yes,0,1,397,,,,,,,
C00398,59,95,7232,Two year,Credit Card,Yes,1,0,398,,,,,,,
C00399,62,159,446,One year,Bank Transfer,No,0,0,399,,,,,,,
C00400,53,27,4429,Two year,Electronic Check,No,0,0,400,,,,,,,
C00401,6,198,6427,Month-to-month,Credit Card,No,1,1,401,,,,,,,
C00402,45,199,7564,Month-to-month,Credit Card,Yes,0,0,402,,,,,,,
C00403,69,115,4730,One year,Credit Card,Yes,1,0,403,,,,,,,
C00404,20,37,4631,Month-to-month,Electronic Check,No,0,0,404,,,,,,,
C00405,25,184,7662,Month-to-month,Credit Card,No,1,0,405,,,,,,,
C00406,45,104,2541,Month-to-month,Electronic Check,No,1,0,406,,,,,,,
C00407,3,75,3048,One year,Electronic Check,No,0,0,407,,,,,,,
C00408,5,44,7840,One year,Credit Card,No,0,0,408,,,,,,,
C00409,48,46,6056,Month-to-month,Bank Transfer,No,0,0,409,,,,,,,
C00410,48,149,7690,Month-to-month,Bank Transfer,Yes,1,0,410,,,,,,,
C00411,23,134,4413,One year,Electronic Check,No,1,0,411,,,,,,,
C00412,48,95,1168,One year,Bank Transfer,Yes,0,0,412,,,,,,,
C00413,64,131,3127,Two year,Electronic Check,No,0,0,413,,,,,,,
C00414,2,158,3460,Two year,Electronic Check,No,0,0,414,,,,,,,
C00415,48,87,6197,One year,Credit Card,Yes,1,0,415,,,,,,,
C00416,48,151,530,Two year,Credit Card,Yes,0,0,416,,,,,,,
C00417,51,83,7409,Two year,Bank Transfer,Yes,0,0,417,,,,,,,
C00418,59,183,4605,One year,Electronic Check,Yes,0,0,418,,,,,,,
C00419,35,113,6754,Month-to-month,Bank Transfer,No,1,0,419,,,,,,,
C00420,18,53,6260,Month-to-month,Bank Transfer,Yes,0,0,420,,,,,,,
C00421,39,146,3886,One year,Bank Transfer,Yes,1,0,421,,,,,,,
C00422,14,158,1718,One year,Bank Transfer,No,1,0,422,,,,,,,
C00423,5,172,2066,One year,Bank Transfer,No,1,0,423,,,,,,,
C00424,5,93,3720,Month-to-month,Credit Card,Yes,0,1,424,,,,,,,
C00425,52,47,7270,Two year,Electronic Check,Yes,0,0,425,,,,,,,
C00426,54,61,1714,Month-to-month,Bank Transfer,No,1,0,426,,,,,,,
C00427,34,191,4220,One year,Bank Transfer,Yes,0,0,427,,,,,,,
C00428,3,178,1423,Month-to-month,Credit Card,Yes,1,1,428,,,,,,,
C00429,36,169,7102,One year,Electronic Check,No,1,0,429,,,,,,,
C00430,10,21,4968,One year,Electronic Check,No,1,0,430,,,,,,,
C00431,70,156,2011,Two year,Credit Card,Yes,0,0,431,,,,,,,
C00432,62,116,2103,One year,Electronic Check,No,1,0,432,,,,,,,
C00433,14,162,325,Two year,Credit Card,Yes,0,0,433,,,,,,,
C00434,67,21,5850,Two year,Electronic Check,Yes,0,0,434,,,,,,,
C00435,8,152,499,Month-to-month,Electronic Check,No,0,1,435,,,,,,,
C00436,29,151,1329,Month-to-month,Bank Transfer,Yes,1,0,436,,,,,,,
C00437,30,100,3098,Month-to-month,Electronic Check,No,0,0,437,,,,,,,
C00438,68,93,3075,Month-to-month,Credit Card,Yes,0,0,438,,,,,,,
C00439,46,76,5865,One year,Electronic Check,No,1,0,439,,,,,,,
C00440,60,47,6373,Month-to-month,Credit Card,No,1,0,440,,,,,,,
C00441,61,26,3471,One year,Credit Card,No,0,0,441,,,,,,,
C00442,52,70,5784,Two year,Electronic Check,No,0,0,442,,,,,,,
C00443,29,85,5965,Two year,Credit Card,No,0,0,443,,,,,,,
C00444,59,126,6287,One year,Credit Card,No,1,0,444,,,,,,,
C00445,58,150,5290,One year,Credit Card,No,1,0,445,,,,,,,
C00446,8,168,7608,Two year,Credit Card,No,0,0,446,,,,,,,
C00447,13,190,6568,Month-to-month,Electronic Check,Yes,1,0,447,,,,,,,
C00448,50,190,6770,Month-to-month,Credit Card,No,1,0,448,,,,,,,
C00449,59,165,7758,One year,Electronic Check,Yes,1,0,449,,,,,,,
C00450,15,113,6537,Two year,Electronic Check,No,1,0,450,,,,,,,
C00451,64,57,5241,One year,Electronic Check,No,0,0,451,,,,,,,
C00452,19,192,2908,One year,Credit Card,No,1,0,452,,,,,,,
C00453,36,67,4566,Month-to-month,Electronic Check,No,1,0,453,,,,,,,
C00454,68,24,3316,One year,Bank Transfer,No,0,0,454,,,,,,,
C00455,10,34,5589,Month-to-month,Credit Card,No,0,1,455,,,,,,,
C00456,1,30,6242,Two year,Bank Transfer,No,0,0,456,,,,,,,
C00457,31,160,5208,One year,Electronic Check,Yes,1,0,457,,,,,,,
C00458,1,186,622,Two year,Electronic Check,Yes,1,1,458,,,,,,,
C00459,53,102,7501,Month-to-month,Credit Card,No,1,0,459,,,,,,,
C00460,28,187,3207,One year,Electronic Check,Yes,0,0,460,,,,,,,
C00461,49,80,3534,Month-to-month,Credit Card,No,1,0,461,,,,,,,
C00462,40,158,4093,One year,Electronic Check,Yes,0,0,462,,,,,,,
C00463,56,143,6530,One year,Bank Transfer,Yes,1,0,463,,,,,,,
C00464,10,168,5667,One year,Electronic Check,Yes,1,1,464,,,,,,,
C00465,63,125,6204,Month-to-month,Bank Transfer,No,0,0,465,,,,,,,
C00466,38,59,3970,One year,Credit Card,No,0,0,466,,,,,,,
C00467,46,37,5635,Two year,Electronic Check,No,0,0,467,,,,,,,
C00468,23,23,4012,One year,Electronic Check,Yes,1,0,468,,,,,,,
C00469,53,146,6760,One year,Bank Transfer,Yes,1,0,469,,,,,,,
C00470,6,115,4534,Month-to-month,Bank Transfer,Yes,1,1,470,,,,,,,
C00471,2,194,5397,Month-to-month,Electronic Check,Yes,0,1,471,,,,,,,
C00472,52,55,2628,Month-to-month,Credit Card,No,1,0,472,,,,,,,
C00473,45,187,1946,One year,Electronic Check,Yes,0,0,473,,,,,,,
C00474,13,106,5999,Two year,Credit Card,No,1,0,474,,,,,,,
C00475,19,82,7583,Month-to-month,Credit Card,Yes,0,0,475,,,,,,,
C00476,44,24,6003,Two year,Credit Card,Yes,1,0,476,,,,,,,
C00477,14,131,903,Two year,Electronic Check,Yes,1,0,477,,,,,,,
C00478,29,117,3187,Two year,Electronic Check,Yes,1,0,478,,,,,,,
C00479,32,59,4807,Month-to-month,Credit Card,No,1,0,479,,,,,,,
C00480,11,160,4666,Two year,Credit Card,No,0,1,480,,,,,,,
C00481,69,58,3105,One year,Electronic Check,Yes,0,0,481,,,,,,,
C00482,32,199,5789,Month-to-month,Electronic Check,Yes,0,0,482,,,,,,,
C00483,13,189,6302,Two year,Bank Transfer,No,0,0,483,,,,,,,
C00484,27,147,7103,Two year,Credit Card,Yes,1,0,484,,,,,,,
C00485,50,74,7599,Month-to-month,Credit Card,No,1,0,485,,,,,,,
C00486,66,67,6774,Month-to-month,Bank Transfer,No,1,0,486,,,,,,,
C00487,57,165,5425,Month-to-month,Credit Card,No,0,0,487,,,,,,,
C00488,9,72,2417,Month-to-month,Electronic Check,Yes,1,1,488,,,,,,,
C00489,66,156,677,Month-to-month,Credit Card,Yes,0,0,489,,,,,,,
C00490,56,52,4061,One year,Electronic Check,Yes,1,0,490,,,,,,,
C00491,44,30,4695,One year,Credit Card,Yes,1,0,491,,,,,,,
C00492,54,123,7652,Month-to-month,Electronic Check,No,1,0,492,,,,,,,
C00493,2,114,5468,One year,Credit Card,Yes,1,0,493,,,,,,,
C00494,68,128,2102,Month-to-month,Electronic Check,Yes,1,0,494,,,,,,,
C00495,22,164,2339,One year,Credit Card,No,0,0,495,,,,,,,
C00496,50,128,6970,Month-to-month,Credit Card,Yes,1,0,496,,,,,,,
C00497,2,49,5917,Two year,Bank Transfer,No,1,0,497,,,,,,,
C00498,46,198,2158,Month-to-month,Bank Transfer,No,0,0,498,,,,,,,
C00499,1,185,5755,Two year,Credit Card,Yes,1,1,499,,,,,,,
C00500,27,181,4292,Month-to-month,Bank Transfer,No,1,0,500,,,,,,,
